name,submissions,placements,time_to_first_submission,requirements_submitted_to,submissions_to_interview_number,interview_to_offer_number
Recruiter_5556,49,8,1.97,70,2.38,1.65
Recruiter_5557,49,15,8.93,43,2.87,3.26
Recruiter_5558,42,12,22.55,41,1.21,2.51
Recruiter_5559,52,7,8.34,99,1.31,4.25
Recruiter_5560,54,15,11.58,50,1.34,2.3
Recruiter_5561,50,11,6.58,78,1.21,2.12
Recruiter_5562,54,11,6.44,74,2.53,4.14
Recruiter_5563,49,8,2.44,60,0.76,4.1
Recruiter_5564,53,11,4.53,14,1.83,2.84
Recruiter_5565,56,6,27.8,82,0.88,2.23
Recruiter_5566,41,12,7.99,69,1.08,3.81
Recruiter_5567,46,9,0.89,44,0.5,3.64
Recruiter_5568,57,8,5.88,58,0.61,3.5
Recruiter_5569,40,14,0.05,32,0.72,1.82
Recruiter_5570,63,10,16.64,28,0.58,4.03
Recruiter_5571,66,5,5.39,87,2.35,1.27
Recruiter_5572,59,6,2.42,38,2.03,4.37
Recruiter_5573,40,14,2.04,54,1.91,3.61
Recruiter_5574,63,11,13.6,50,1.84,2.6
Recruiter_5575,45,12,0.1,79,2.13,1.19
Recruiter_5576,52,10,13.78,29,2.23,1.13
Recruiter_5577,42,8,6.93,52,0.68,1.67
Recruiter_5578,50,18,7.4,15,0.68,4.94
Recruiter_5579,62,11,12.54,42,0.63,3.83
Recruiter_5580,49,13,0.04,99,0.57,3.59
Recruiter_5581,50,7,7.17,84,1.54,2.54
Recruiter_5582,49,10,1.27,19,1.94,3.79
Recruiter_5583,51,11,23.8,48,2.83,4.86
Recruiter_5584,54,13,3.73,61,0.52,3.9
Recruiter_5585,42,12,8.67,28,2.2,4.56
Recruiter_5586,34,8,3.02,24,2.05,3.33
Recruiter_5587,49,13,9.02,99,1.89,1.66
Recruiter_5588,48,8,0.17,17,2.69,3.46
Recruiter_5589,46,9,5.69,93,0.86,4.53
Recruiter_5590,50,8,13.64,20,2.71,4.66
Recruiter_5591,40,12,23.9,90,0.57,4.75
Recruiter_5592,39,8,6.41,31,1.84,1.67
Recruiter_5593,48,3,7.02,98,0.67,1.72
Recruiter_5594,49,12,8.8,72,2.68,3.56
Recruiter_5595,48,9,19.18,90,2.62,2.06
Recruiter_5596,59,8,5.01,91,2.81,1.4
Recruiter_5597,40,11,25.83,15,1.39,1.12
Recruiter_5598,55,13,6.34,82,2.82,4.59
Recruiter_5599,52,6,16.75,96,2.02,4.86
Recruiter_5600,45,8,26.3,85,0.73,1.13
Recruiter_5601,53,15,13.37,17,1.73,3.72
Recruiter_5602,51,8,9.49,80,2.68,3.91
Recruiter_5603,56,12,4.55,14,1.61,2.91
Recruiter_5604,44,12,1.33,80,2.5,4.18
Recruiter_5605,44,9,0.4,14,0.89,1.59
Recruiter_5606,42,11,5.24,15,1.61,4.75
Recruiter_5607,43,13,5.38,96,0.73,4.51
Recruiter_5608,40,13,15.61,99,2.17,3.4
Recruiter_5609,45,8,3.16,92,2.89,4.83
Recruiter_5610,51,10,1.02,47,1.42,3.37
Recruiter_5611,45,14,2.82,12,1.03,1.11
Recruiter_5612,50,13,2.17,18,2.36,2.69
Recruiter_5613,54,8,13.03,42,1.61,2.43
Recruiter_5614,47,7,0.61,16,1.22,4.97
Recruiter_5615,47,11,3.14,76,1.08,2.7
Recruiter_5616,50,14,12.83,32,2.65,2.9
Recruiter_5617,39,10,20.66,31,0.61,4.33
Recruiter_5618,43,8,1.76,17,1.64,2.15
Recruiter_5619,49,11,3.7,73,0.6,3.72
Recruiter_5620,43,5,6.11,19,2.96,1.97
Recruiter_5621,42,6,1.73,71,2.01,2.77
Recruiter_5622,50,12,10.12,19,2.19,1.71
Recruiter_5623,43,9,13.98,89,1.17,2.09
Recruiter_5624,55,11,8.55,29,0.77,1.07
Recruiter_5625,47,11,14.85,46,1.38,2.0
Recruiter_5626,46,17,0.1,57,2.9,3.86
Recruiter_5627,38,12,13.14,77,1.53,3.53
Recruiter_5628,43,10,5.36,73,2.34,3.54
Recruiter_5629,57,10,4.22,11,1.14,1.84
Recruiter_5630,58,11,10.55,20,2.86,2.96
Recruiter_5631,53,14,0.53,53,2.09,4.44
Recruiter_5632,63,9,2.17,89,0.71,3.69
Recruiter_5633,43,9,4.46,13,2.75,4.94
Recruiter_5634,40,12,11.05,42,2.17,2.91
Recruiter_5635,59,14,22.75,41,2.13,1.86
Recruiter_5636,50,7,33.33,32,2.17,2.94
Recruiter_5637,48,13,2.98,80,2.27,4.51
Recruiter_5638,58,13,2.06,71,1.48,1.72
Recruiter_5639,47,18,17.93,63,0.79,3.51
Recruiter_5640,54,11,15.18,63,0.94,1.23
Recruiter_5641,34,12,15.31,60,1.41,4.75
Recruiter_5642,51,6,12.62,94,1.77,1.15
Recruiter_5643,45,6,0.5,15,2.96,3.99
Recruiter_5644,57,8,4.58,19,1.51,3.16
Recruiter_5645,55,9,6.15,67,0.95,3.41
Recruiter_5646,57,12,6.71,84,0.77,2.42
Recruiter_5647,55,8,6.84,72,1.25,2.4
Recruiter_5648,55,10,10.01,17,1.73,3.22
Recruiter_5649,38,14,12.94,23,1.18,2.58
Recruiter_5650,43,8,2.33,76,2.73,3.91
Recruiter_5651,40,4,0.26,91,2.14,3.18
Recruiter_5652,53,9,0.45,57,0.54,3.77
Recruiter_5653,54,12,23.66,76,2.3,2.35
Recruiter_5654,67,7,6.53,69,0.62,4.07
Recruiter_5655,51,14,4.66,63,0.62,1.61
Recruiter_5656,55,8,30.03,81,0.78,4.9
Recruiter_5657,43,10,11.88,56,0.74,2.64
Recruiter_5658,47,4,7.18,37,0.84,4.59
Recruiter_5659,47,14,1.12,63,1.65,1.36
Recruiter_5660,52,6,7.7,27,2.84,1.49
Recruiter_5661,46,13,9.56,28,1.1,3.69
Recruiter_5662,52,8,4.14,55,1.49,4.07
Recruiter_5663,48,11,4.37,93,1.02,1.93
Recruiter_5664,56,13,1.61,23,2.81,1.98
Recruiter_5665,41,14,5.43,36,0.95,4.35
Recruiter_5666,48,8,25.24,23,0.65,4.67
Recruiter_5667,38,17,14.81,15,2.65,1.74
Recruiter_5668,54,10,8.68,71,1.87,3.75
Recruiter_5669,61,11,5.95,12,2.67,1.61
Recruiter_5670,47,2,1.77,95,0.53,2.75
Recruiter_5671,49,8,0.35,57,1.92,4.41
Recruiter_5672,48,12,0.57,78,2.06,4.47
Recruiter_5673,41,13,8.02,46,2.16,4.2
Recruiter_5674,41,5,4.89,16,1.26,2.57
Recruiter_5675,46,2,0.67,73,2.15,2.41
Recruiter_5676,52,11,1.51,53,1.76,4.21
Recruiter_5677,47,10,12.27,91,0.58,3.67
Recruiter_5678,44,7,2.4,63,2.06,2.1
Recruiter_5679,38,8,7.35,29,0.63,3.11
Recruiter_5680,48,15,0.82,57,0.53,4.47
Recruiter_5681,35,13,17.76,76,1.01,4.04
Recruiter_5682,54,9,9.5,43,2.34,1.65
Recruiter_5683,58,7,12.12,37,1.52,4.08
Recruiter_5684,53,12,3.86,18,0.61,1.2
Recruiter_5685,50,10,19.92,79,2.19,3.92
Recruiter_5686,41,7,7.61,21,1.82,1.03
Recruiter_5687,53,6,4.26,98,2.1,3.11
Recruiter_5688,47,12,2.75,22,2.54,2.93
Recruiter_5689,56,16,4.84,54,1.88,4.02
Recruiter_5690,48,11,0.42,38,2.44,3.43
Recruiter_5691,50,6,2.55,63,2.49,2.24
Recruiter_5692,48,7,1.44,55,0.81,3.69
Recruiter_5693,50,11,1.77,89,0.9,3.0
Recruiter_5694,58,12,20.56,30,2.92,2.44
Recruiter_5695,49,15,1.41,90,2.55,3.8
Recruiter_5696,61,7,19.78,86,0.78,2.94
Recruiter_5697,41,9,11.14,55,2.74,3.82
Recruiter_5698,52,12,1.57,70,2.68,1.15
Recruiter_5699,57,11,5.95,71,2.95,2.66
Recruiter_5700,54,9,7.8,86,1.09,2.74
Recruiter_5701,52,7,14.26,53,1.87,1.24
Recruiter_5702,52,11,2.98,31,1.29,2.05
Recruiter_5703,48,13,0.17,14,2.28,2.73
Recruiter_5704,55,13,0.69,27,2.09,3.88
Recruiter_5705,52,6,8.47,13,0.71,1.23
Recruiter_5706,54,10,0.31,74,2.55,3.31
Recruiter_5707,55,10,22.21,17,1.52,2.99
Recruiter_5708,40,11,2.96,59,1.25,4.89
Recruiter_5709,51,6,26.24,33,2.28,3.9
Recruiter_5710,62,8,17.01,22,1.59,2.36
Recruiter_5711,53,8,0.42,13,2.57,2.7
Recruiter_5712,46,8,1.37,25,2.43,3.45
Recruiter_5713,43,22,2.89,49,2.66,2.57
Recruiter_5714,49,8,2.2,81,1.24,4.99
Recruiter_5715,53,5,6.45,64,0.99,1.8
Recruiter_5716,41,14,15.52,68,2.56,3.68
Recruiter_5717,47,8,6.47,91,1.24,4.23
Recruiter_5718,59,9,10.61,70,0.58,4.41
Recruiter_5719,48,10,4.91,91,1.59,4.09
Recruiter_5720,56,7,8.34,93,0.73,4.04
Recruiter_5721,51,11,4.72,58,0.87,1.76
Recruiter_5722,52,6,3.3,84,0.91,4.87
Recruiter_5723,65,10,30.63,28,2.3,1.84
Recruiter_5724,43,9,34.35,24,2.46,2.43
Recruiter_5725,55,9,0.18,12,1.04,2.48
Recruiter_5726,50,2,6.02,83,2.98,3.64
Recruiter_5727,41,6,0.84,71,1.79,2.21
Recruiter_5728,44,12,13.39,91,1.89,3.3
Recruiter_5729,44,17,6.1,75,2.56,2.58
Recruiter_5730,51,8,11.61,61,1.34,1.31
Recruiter_5731,37,13,1.19,76,2.6,2.36
Recruiter_5732,57,13,2.35,89,1.37,2.24
Recruiter_5733,46,9,11.2,35,1.51,1.61
Recruiter_5734,59,9,11.62,86,1.36,2.0
Recruiter_5735,42,10,13.65,29,2.85,3.1
Recruiter_5736,31,7,4.53,16,1.44,2.81
Recruiter_5737,51,8,7.46,54,2.05,1.53
Recruiter_5738,56,13,0.73,55,0.58,2.03
Recruiter_5739,40,14,2.93,25,2.32,1.59
Recruiter_5740,48,9,9.25,97,2.19,2.77
Recruiter_5741,48,10,2.63,89,1.81,2.15
Recruiter_5742,48,10,2.28,24,2.36,2.65
Recruiter_5743,50,14,3.8,78,0.72,1.65
Recruiter_5744,58,12,4.36,14,0.86,1.42
Recruiter_5745,54,12,8.71,42,1.52,4.84
Recruiter_5746,55,11,6.68,65,2.58,4.81
Recruiter_5747,55,16,14.93,44,0.94,2.73
Recruiter_5748,53,10,6.11,57,0.59,4.26
Recruiter_5749,37,8,1.94,17,2.89,1.74
Recruiter_5750,42,12,6.14,77,1.46,2.64
Recruiter_5751,58,15,0.55,78,2.98,1.63
Recruiter_5752,52,7,7.39,80,1.3,3.88
Recruiter_5753,45,14,4.77,60,0.5,1.48
Recruiter_5754,43,12,5.23,45,1.27,3.84
Recruiter_5755,46,10,22.35,68,1.85,3.07
Recruiter_5756,57,9,2.65,87,0.73,3.77
Recruiter_5757,45,7,26.37,43,2.39,3.96
Recruiter_5758,62,10,0.42,50,1.38,3.06
Recruiter_5759,48,7,1.8,80,1.2,1.29
Recruiter_5760,50,10,0.11,95,2.11,4.7
Recruiter_5761,45,9,5.62,87,1.74,3.61
Recruiter_5762,49,10,0.55,54,1.56,4.31
Recruiter_5763,56,6,1.62,43,2.11,4.92
Recruiter_5764,40,8,6.88,87,1.07,3.91
Recruiter_5765,49,6,16.92,42,1.5,1.37
Recruiter_5766,63,11,28.19,94,2.36,1.81
Recruiter_5767,60,9,0.1,11,2.89,4.35
Recruiter_5768,56,9,3.66,10,2.49,2.86
Recruiter_5769,46,8,4.3,34,1.04,1.31
Recruiter_5770,58,18,1.44,68,1.56,1.49
Recruiter_5771,49,6,7.22,86,0.55,4.28
Recruiter_5772,41,12,23.55,43,2.67,2.14
Recruiter_5773,51,10,11.03,19,2.1,3.04
Recruiter_5774,66,6,21.06,17,2.85,2.17
Recruiter_5775,53,8,4.47,22,1.43,3.7
Recruiter_5776,61,5,0.84,16,0.84,3.61
Recruiter_5777,59,8,1.6,54,2.41,1.65
Recruiter_5778,50,13,6.65,28,2.06,2.85
Recruiter_5779,56,8,1.47,57,0.67,4.7
Recruiter_5780,50,7,15.47,85,2.26,4.57
Recruiter_5781,49,9,7.28,16,2.33,3.55
Recruiter_5782,53,8,27.29,25,2.6,4.02
Recruiter_5783,48,7,1.46,24,0.78,1.94
Recruiter_5784,42,16,4.86,60,2.49,4.01
Recruiter_5785,47,16,2.17,18,1.43,3.75
Recruiter_5786,46,10,2.15,82,0.72,2.46
Recruiter_5787,55,8,8.82,89,1.0,4.72
Recruiter_5788,32,15,0.63,48,2.29,1.83
Recruiter_5789,56,9,28.16,41,1.32,1.83
Recruiter_5790,62,9,10.42,99,0.8,2.24
Recruiter_5791,56,18,7.51,94,1.98,3.42
Recruiter_5792,48,13,9.66,74,1.65,4.88
Recruiter_5793,59,7,5.1,57,2.1,4.83
Recruiter_5794,42,12,10.18,33,0.79,3.63
Recruiter_5795,50,2,21.69,87,0.88,4.47
Recruiter_5796,48,16,2.84,58,2.83,3.08
Recruiter_5797,46,8,0.26,28,2.6,3.1
Recruiter_5798,39,4,1.02,34,2.12,1.82
Recruiter_5799,59,8,7.73,10,0.63,1.14
Recruiter_5800,64,6,32.05,83,1.37,4.72
Recruiter_5801,50,8,9.61,46,1.13,1.31
Recruiter_5802,49,13,13.73,15,2.44,3.37
Recruiter_5803,58,9,3.22,68,2.03,1.37
Recruiter_5804,61,8,7.05,94,2.23,4.34
Recruiter_5805,62,8,5.71,74,1.65,4.31
Recruiter_5806,55,5,4.21,72,2.75,3.91
Recruiter_5807,43,10,9.22,26,2.53,4.06
Recruiter_5808,47,7,7.56,74,0.89,4.59
Recruiter_5809,62,8,4.77,67,1.51,1.72
Recruiter_5810,42,13,2.46,56,1.29,3.76
Recruiter_5811,50,5,9.83,78,1.54,1.68
Recruiter_5812,53,10,0.04,81,1.82,3.87
Recruiter_5813,41,11,6.52,31,1.87,1.07
Recruiter_5814,49,9,4.58,17,2.22,2.07
Recruiter_5815,54,11,11.24,49,2.4,2.36
Recruiter_5816,52,9,0.06,68,0.64,2.78
Recruiter_5817,47,12,12.77,51,1.57,2.5
Recruiter_5818,59,6,2.5,83,2.96,2.39
Recruiter_5819,56,10,4.63,53,2.67,3.19
Recruiter_5820,55,13,0.51,30,1.16,2.79
Recruiter_5821,50,9,0.99,87,1.67,4.91
Recruiter_5822,57,9,0.23,27,2.19,1.22
Recruiter_5823,45,11,0.38,49,0.98,2.73
Recruiter_5824,61,8,0.77,52,1.58,3.08
Recruiter_5825,54,9,4.68,91,1.98,2.27
Recruiter_5826,52,13,11.7,84,1.6,1.31
Recruiter_5827,45,11,7.56,22,2.92,2.58
Recruiter_5828,50,6,11.56,14,1.14,3.41
Recruiter_5829,63,9,6.22,58,2.64,4.13
Recruiter_5830,53,15,0.98,13,1.95,4.63
Recruiter_5831,53,11,7.64,10,1.17,3.28
Recruiter_5832,53,11,13.36,80,1.71,2.4
Recruiter_5833,42,9,5.77,73,1.96,1.82
Recruiter_5834,50,9,13.98,85,2.63,2.25
Recruiter_5835,59,14,9.84,15,1.8,2.69
Recruiter_5836,37,14,0.33,20,2.83,4.53
Recruiter_5837,45,11,3.49,79,2.74,3.59
Recruiter_5838,63,7,1.72,85,0.58,3.04
Recruiter_5839,65,5,30.07,67,2.73,4.28
Recruiter_5840,46,7,3.59,29,0.79,4.45
Recruiter_5841,35,13,11.64,15,0.99,1.63
Recruiter_5842,39,12,9.9,34,1.57,3.48
Recruiter_5843,53,16,7.71,58,0.96,3.29
Recruiter_5844,63,11,0.64,42,2.55,4.49
Recruiter_5845,51,9,5.22,67,0.53,3.22
Recruiter_5846,36,8,7.39,59,2.46,1.4
Recruiter_5847,46,8,1.88,39,1.28,1.23
Recruiter_5848,40,8,0.89,49,0.87,2.45
Recruiter_5849,47,6,4.91,76,1.29,1.3
Recruiter_5850,47,9,2.09,86,0.7,3.37
Recruiter_5851,59,4,8.02,55,1.1,2.23
Recruiter_5852,49,10,3.41,93,1.93,2.31
Recruiter_5853,57,16,13.16,26,2.27,1.75
Recruiter_5854,59,10,0.99,67,0.5,3.18
Recruiter_5855,54,11,6.71,39,1.74,2.42
Recruiter_5856,47,14,7.64,22,1.31,1.19
Recruiter_5857,49,5,4.85,86,0.65,4.99
Recruiter_5858,51,15,4.41,14,1.86,2.7
Recruiter_5859,49,12,4.57,39,2.93,2.1
Recruiter_5860,35,10,0.82,44,2.29,2.13
Recruiter_5861,43,7,6.19,95,2.72,2.6
Recruiter_5862,43,9,13.26,77,2.17,1.21
Recruiter_5863,49,9,6.66,42,2.2,3.21
Recruiter_5864,49,8,14.94,83,1.09,4.06
Recruiter_5865,46,6,1.82,28,0.96,4.46
Recruiter_5866,51,11,1.55,54,1.31,4.23
Recruiter_5867,44,10,11.56,45,2.56,4.8
Recruiter_5868,43,6,18.13,32,0.52,4.4
Recruiter_5869,58,10,1.23,98,0.88,1.46
Recruiter_5870,47,7,8.66,33,1.52,3.62
Recruiter_5871,61,13,1.91,82,1.24,3.89
Recruiter_5872,53,12,3.42,38,1.9,1.04
Recruiter_5873,52,12,0.2,59,1.03,2.95
Recruiter_5874,45,11,25.34,33,2.18,2.49
Recruiter_5875,51,16,1.41,86,2.48,1.29
Recruiter_5876,53,7,10.73,38,0.64,2.14
Recruiter_5877,56,9,24.26,39,2.9,4.77
Recruiter_5878,59,9,2.09,71,0.82,1.26
Recruiter_5879,41,9,3.43,42,0.85,2.9
Recruiter_5880,54,11,2.66,52,1.95,3.37
Recruiter_5881,53,12,17.72,31,1.4,1.81
Recruiter_5882,42,2,7.37,79,2.53,1.91
Recruiter_5883,43,5,14.52,84,1.01,2.54
Recruiter_5884,59,12,0.24,24,2.71,4.94
Recruiter_5885,62,13,3.66,77,2.25,4.68
Recruiter_5886,51,7,10.61,63,2.72,1.45
Recruiter_5887,45,8,2.85,31,2.05,3.22
Recruiter_5888,44,9,0.05,90,0.83,2.24
Recruiter_5889,34,11,11.33,67,1.17,1.97
Recruiter_5890,51,9,0.89,69,2.43,3.66
Recruiter_5891,49,11,4.73,99,2.97,4.03
Recruiter_5892,44,14,0.81,91,2.28,2.08
Recruiter_5893,62,7,1.71,26,1.49,4.24
Recruiter_5894,57,6,10.04,85,2.26,3.84
Recruiter_5895,42,19,4.73,25,1.77,2.86
Recruiter_5896,44,8,5.27,81,1.81,3.44
Recruiter_5897,54,14,5.29,87,0.67,2.92
Recruiter_5898,57,10,9.49,28,1.37,4.71
Recruiter_5899,45,11,0.45,23,1.19,3.37
Recruiter_5900,53,7,8.01,55,0.59,1.74
Recruiter_5901,56,10,2.99,95,0.69,4.7
Recruiter_5902,46,12,2.66,91,0.89,1.75
Recruiter_5903,50,6,6.93,22,1.86,3.69
Recruiter_5904,47,7,2.76,82,2.34,3.4
Recruiter_5905,36,13,4.56,72,0.89,3.33
Recruiter_5906,49,7,0.43,53,2.37,1.85
Recruiter_5907,49,12,2.66,73,1.75,1.68
Recruiter_5908,49,10,0.37,62,2.05,1.05
Recruiter_5909,63,11,0.04,18,1.1,1.07
Recruiter_5910,43,13,9.48,57,1.01,1.65
Recruiter_5911,45,9,17.67,27,1.15,4.85
Recruiter_5912,63,13,5.36,90,1.78,1.63
Recruiter_5913,46,15,1.63,37,2.14,1.19
Recruiter_5914,51,10,3.0,70,2.75,3.41
Recruiter_5915,55,13,0.72,69,2.23,3.6
Recruiter_5916,40,8,8.74,44,2.94,2.48
Recruiter_5917,58,9,6.98,28,1.05,4.82
Recruiter_5918,57,16,11.89,15,0.85,1.62
Recruiter_5919,56,13,8.07,21,2.61,2.07
Recruiter_5920,46,10,0.2,45,1.23,2.49
Recruiter_5921,54,9,2.64,80,1.11,3.59
Recruiter_5922,48,13,0.8,32,1.55,2.51
Recruiter_5923,46,6,17.7,52,2.64,4.95
Recruiter_5924,50,6,11.64,59,2.8,1.77
Recruiter_5925,49,6,5.78,58,2.5,2.36
Recruiter_5926,48,17,8.33,85,1.0,3.06
Recruiter_5927,57,10,3.95,75,1.49,2.42
Recruiter_5928,49,14,7.87,10,2.91,1.81
Recruiter_5929,31,9,1.05,58,2.93,1.86
Recruiter_5930,52,9,17.08,37,0.62,2.48
Recruiter_5931,41,5,1.44,63,1.22,1.57
Recruiter_5932,54,7,10.18,31,2.97,2.37
Recruiter_5933,51,15,0.56,89,2.04,4.84
Recruiter_5934,53,16,2.94,56,2.74,3.5
Recruiter_5935,55,9,0.67,70,2.75,3.61
Recruiter_5936,41,8,11.8,52,2.32,1.48
Recruiter_5937,55,11,30.24,56,1.95,1.63
Recruiter_5938,50,12,3.09,69,1.68,4.83
Recruiter_5939,50,10,39.32,84,2.71,1.6
Recruiter_5940,58,9,11.18,14,2.34,4.9
Recruiter_5941,49,12,4.28,78,1.8,1.09
Recruiter_5942,44,7,17.2,14,2.0,3.61
Recruiter_5943,53,9,0.78,89,2.29,3.47
Recruiter_5944,48,11,15.61,80,1.34,4.54
Recruiter_5945,49,6,2.92,52,1.37,4.92
Recruiter_5946,49,7,6.2,69,0.81,1.85
Recruiter_5947,51,7,10.7,86,0.78,2.5
Recruiter_5948,48,10,1.38,86,2.57,2.82
Recruiter_5949,53,5,14.68,94,2.28,3.07
Recruiter_5950,40,14,4.4,90,2.46,2.81
Recruiter_5951,36,7,5.23,80,2.13,4.36
Recruiter_5952,49,4,0.02,24,1.5,3.0
Recruiter_5953,45,6,1.14,22,2.96,2.99
Recruiter_5954,58,11,7.45,96,2.73,4.74
Recruiter_5955,65,9,13.85,66,2.01,2.77
Recruiter_5956,48,8,13.9,84,0.83,2.04
Recruiter_5957,58,6,10.42,72,0.7,4.76
Recruiter_5958,45,12,10.23,14,2.19,1.78
Recruiter_5959,40,10,2.52,55,1.26,1.86
Recruiter_5960,57,8,0.91,48,1.82,3.78
Recruiter_5961,44,4,14.91,15,1.11,3.45
Recruiter_5962,38,8,1.89,70,2.72,4.13
Recruiter_5963,65,17,5.78,62,2.89,2.07
Recruiter_5964,54,13,8.65,23,1.73,3.01
Recruiter_5965,52,17,8.43,57,2.72,1.47
Recruiter_5966,50,11,1.66,36,0.68,3.85
Recruiter_5967,46,11,5.54,83,2.28,1.35
Recruiter_5968,64,11,3.44,17,2.3,4.99
Recruiter_5969,49,11,2.44,49,1.62,1.4
Recruiter_5970,45,7,1.44,30,1.72,4.56
Recruiter_5971,47,3,0.12,69,0.84,2.27
Recruiter_5972,49,6,1.86,23,1.36,4.54
Recruiter_5973,41,10,2.83,15,2.41,3.91
Recruiter_5974,53,12,2.17,51,2.37,2.22
Recruiter_5975,53,5,10.23,22,1.29,2.44
Recruiter_5976,50,6,37.23,24,2.15,1.09
Recruiter_5977,50,11,3.88,73,0.99,1.57
Recruiter_5978,40,14,2.34,85,2.6,3.4
Recruiter_5979,57,14,3.07,63,2.0,1.35
Recruiter_5980,45,5,5.07,99,1.03,1.57
Recruiter_5981,59,14,5.22,64,2.79,3.51
Recruiter_5982,40,12,0.46,63,2.59,1.18
Recruiter_5983,40,9,6.94,36,0.52,3.55
Recruiter_5984,53,11,0.85,15,2.36,4.46
Recruiter_5985,59,11,5.96,32,1.1,2.43
Recruiter_5986,48,11,0.14,72,2.55,3.62
Recruiter_5987,49,11,3.93,23,2.01,3.83
Recruiter_5988,50,12,10.7,55,1.84,4.34
Recruiter_5989,50,10,0.46,20,2.83,1.31
Recruiter_5990,56,11,0.3,47,1.68,1.61
Recruiter_5991,52,7,1.25,68,1.26,1.09
Recruiter_5992,42,13,2.4,97,0.74,1.58
Recruiter_5993,60,9,10.18,71,0.99,4.95
Recruiter_5994,47,10,0.61,73,1.95,3.0
Recruiter_5995,39,9,5.07,58,2.09,2.33
Recruiter_5996,51,11,2.43,70,1.29,4.58
Recruiter_5997,53,5,2.98,70,1.85,1.16
Recruiter_5998,46,9,5.56,86,2.63,1.59
Recruiter_5999,61,8,1.91,26,2.25,2.71
Recruiter_6000,46,10,10.19,14,1.39,2.91
Recruiter_6001,43,10,3.52,21,0.94,1.67
Recruiter_6002,44,9,4.24,89,0.69,3.87
Recruiter_6003,47,5,5.08,31,0.62,2.07
Recruiter_6004,59,9,6.28,91,2.75,4.75
Recruiter_6005,45,13,17.0,72,1.56,3.41
Recruiter_6006,48,11,4.67,67,1.46,4.97
Recruiter_6007,42,9,5.44,35,0.72,4.57
Recruiter_6008,62,15,5.5,40,2.18,4.71
Recruiter_6009,51,11,1.34,70,0.74,3.5
Recruiter_6010,47,4,2.44,45,2.25,4.7
Recruiter_6011,51,13,9.97,25,0.53,4.49
Recruiter_6012,57,14,2.01,72,2.79,2.1
Recruiter_6013,57,10,2.07,19,1.06,2.51
Recruiter_6014,58,6,0.68,16,2.17,2.97
Recruiter_6015,57,12,9.04,57,0.76,2.28
Recruiter_6016,70,9,7.74,69,2.83,4.27
Recruiter_6017,47,7,20.68,28,2.48,2.51
Recruiter_6018,54,11,16.63,90,2.12,4.36
Recruiter_6019,29,7,4.35,33,2.8,4.79
Recruiter_6020,59,12,8.06,95,0.84,1.16
Recruiter_6021,45,10,4.12,89,2.24,3.04
Recruiter_6022,42,10,1.28,94,2.27,1.86
Recruiter_6023,53,10,4.3,98,2.5,3.31
Recruiter_6024,51,9,0.63,95,0.54,1.9
Recruiter_6025,38,11,18.92,71,1.41,3.64
Recruiter_6026,52,7,4.95,68,1.5,1.34
Recruiter_6027,53,9,0.9,34,1.78,4.37
Recruiter_6028,59,10,2.81,38,1.16,4.52
Recruiter_6029,51,9,2.25,22,2.62,1.91
Recruiter_6030,47,15,5.71,16,2.55,1.22
Recruiter_6031,41,9,0.55,33,0.67,3.18
Recruiter_6032,50,10,7.6,25,1.33,2.6
Recruiter_6033,58,18,4.68,97,2.56,4.75
Recruiter_6034,46,6,6.19,56,2.06,3.07
Recruiter_6035,57,13,0.32,97,2.56,2.84
Recruiter_6036,43,14,3.51,93,2.06,3.19
Recruiter_6037,58,6,5.22,30,0.92,4.86
Recruiter_6038,58,14,6.58,78,1.3,4.21
Recruiter_6039,43,12,11.13,31,0.89,2.49
Recruiter_6040,52,7,1.63,29,1.68,1.91
Recruiter_6041,53,8,9.68,19,1.74,2.13
Recruiter_6042,52,8,2.64,74,1.12,2.52
Recruiter_6043,38,6,4.99,23,2.08,4.96
Recruiter_6044,44,7,4.61,89,1.66,3.41
Recruiter_6045,40,5,0.69,92,2.73,1.18
Recruiter_6046,52,6,4.17,97,0.79,3.23
Recruiter_6047,46,15,0.38,55,2.63,3.37
Recruiter_6048,58,10,3.07,95,1.31,4.98
Recruiter_6049,51,8,2.35,10,2.72,2.74
Recruiter_6050,49,11,1.57,82,0.97,3.91
Recruiter_6051,47,15,2.85,99,2.11,3.69
Recruiter_6052,52,11,8.68,99,1.51,3.57
Recruiter_6053,60,13,0.97,35,1.25,2.5
Recruiter_6054,39,9,4.17,78,1.49,3.42
Recruiter_6055,44,14,5.67,89,2.66,3.39
Recruiter_6056,54,9,20.33,56,2.89,2.31
Recruiter_6057,57,9,10.99,84,0.51,2.12
Recruiter_6058,47,13,11.76,20,2.74,4.39
Recruiter_6059,44,8,7.86,68,2.23,3.62
Recruiter_6060,67,11,9.11,71,0.54,4.33
Recruiter_6061,43,11,3.53,88,1.49,2.6
Recruiter_6062,64,11,9.32,29,2.43,3.94
Recruiter_6063,47,10,6.66,92,1.2,2.05
Recruiter_6064,54,8,0.31,35,1.0,3.63
Recruiter_6065,40,6,23.2,89,2.24,1.08
Recruiter_6066,61,9,2.96,46,1.58,4.96
Recruiter_6067,51,6,6.15,43,0.51,2.11
Recruiter_6068,55,11,2.85,14,2.48,2.19
Recruiter_6069,62,12,3.3,85,1.68,4.75
Recruiter_6070,43,8,8.24,48,2.46,2.75
Recruiter_6071,43,7,7.07,21,2.07,2.13
